time,H986,H1222,H1827,H3434
101247301.0000,26.22849651,25.37422626,24.97290536,25.04143435
102562201.0000,26.22849652,25.37422616,24.97290522,25.04143419
103877101.0000,26.22849636,25.37422603,24.97290504,25.04143397
105192001.0000,26.22849635,25.37422593,24.97290491,25.04143381
106506901.0000,26.22849619,25.37422579,24.97290473,25.04143360
107821801.0000,26.22849617,25.37422569,24.97290459,25.04143344
109136701.0000,26.22849601,25.37422555,24.97290441,25.04143322
110451601.0000,26.22849599,25.37422545,24.97290428,25.04143306
111766501.0000,26.22849583,25.37422531,24.97290410,25.04143285
113081401.0000,26.22849580,25.37422521,24.97290397,25.04143269
114396301.0000,26.22849564,25.37422507,24.97290379,25.04143248
115711201.0000,26.22849560,25.37422496,24.97290365,25.04143232
117026101.0000,26.22849544,25.37422482,24.97290347,25.04143211
118341001.0000,26.22849539,25.37422471,24.97290334,25.04143195
119655901.0000,26.22849523,25.37422456,24.97290316,25.04143174
120970801.0000,26.22849518,25.37422445,24.97290302,25.04143158
122285701.0000,26.22849502,25.37422431,24.97290284,25.04143137
123600601.0000,26.22849496,25.37422419,24.97290271,25.04143121
124915501.0000,26.22849480,25.37422404,24.97290253,25.04143100
126230401.0000,26.22849473,25.37422393,24.97290239,25.04143084
127545301.0000,26.22849457,25.37422378,24.97290221,25.04143063
128860201.0000,26.22849449,25.37422366,24.97290207,25.04143047
130175101.0000,26.22849433,25.37422351,24.97290189,25.04143026
131490001.0000,26.22849425,25.37422339,24.97290175,25.04143010
132804901.0000,26.22849409,25.37422324,24.97290157,25.04142989
134119801.0000,26.22849401,25.37422312,24.97290143,25.04142972
135434701.0000,26.22849384,25.37422296,24.97290124,25.04142951
136749601.0000,26.22849376,25.37422284,24.97290110,25.04142935
138064501.0000,26.22849359,25.37422268,24.97290092,25.04142914
139379401.0000,26.22849350,25.37422255,24.97290078,25.04142898
140694301.0000,26.22849333,25.37422239,24.97290059,25.04142877
142009201.0000,26.22849323,25.37422227,24.97290045,25.04142861
143324101.0000,26.22849307,25.37422210,24.97290026,25.04142839
144639001.0000,26.22849296,25.37422197,24.97290012,25.04142823
145953901.0000,26.22849280,25.37422181,24.97289993,25.04142802
147268801.0000,26.22849269,25.37422168,24.97289979,25.04142785
148583701.0000,26.22849252,25.37422151,24.97289960,25.04142764
149898601.0000,26.22849241,25.37422138,24.97289945,25.04142748
151213501.0000,26.22849224,25.37422121,24.97289926,25.04142726
152528401.0000,26.22849213,25.37422108,24.97289911,25.04142710
153843301.0000,26.22849195,25.37422090,24.97289892,25.04142689
155158201.0000,26.22849184,25.37422077,24.97289877,25.04142672
156473101.0000,26.22849166,25.37422059,24.97289858,25.04142651
157788001.0000,26.22849154,25.37422046,24.97289843,25.04142634
159102901.0000,26.22849137,25.37422028,24.97289824,25.04142612
160417801.0000,26.22849125,25.37422014,24.97289809,25.04142596
161732701.0000,26.22849107,25.37421996,24.97289789,25.04142574
163047601.0000,26.22849094,25.37421982,24.97289774,25.04142558
164362501.0000,26.22849076,25.37421964,24.97289754,25.04142536
165677401.0000,26.22849064,25.37421950,24.97289739,25.04142519
166992301.0000,26.22849046,25.37421932,24.97289719,25.04142497
168307201.0000,26.22849033,25.37421918,24.97289704,25.04142481
169622101.0000,26.22849014,25.37421899,24.97289684,25.04142459
170937001.0000,26.22849001,25.37421885,24.97289668,25.04142442
172251901.0000,26.22848983,25.37421866,24.97289648,25.04142420
173566801.0000,26.22848969,25.37421852,24.97289633,25.04142403
174881701.0000,26.22848951,25.37421833,24.97289612,25.04142381
176196601.0000,26.22848937,25.37421818,24.97289597,25.04142364
177511501.0000,26.22848919,25.37421799,24.97289576,25.04142342
178826401.0000,26.22848905,25.37421784,24.97289561,25.04142325
180141301.0000,26.22848886,25.37421765,24.97289540,25.04142303
181456201.0000,26.22848872,25.37421750,24.97289525,25.04142286
182771101.0000,26.22848853,25.37421731,24.97289504,25.04142264
184086001.0000,26.22848839,25.37421716,24.97289488,25.04142247
185400901.0000,26.22848820,25.37421697,24.97289467,25.04142224
186715801.0000,26.22848806,25.37421682,24.97289451,25.04142207
188030701.0000,26.22848787,25.37421662,24.97289430,25.04142185
189345601.0000,26.22848772,25.37421647,24.97289415,25.04142168
190660501.0000,26.22848753,25.37421627,24.97289394,25.04142145
191975401.0000,26.22848738,25.37421612,24.97289377,25.04142128
193290301.0000,26.22848719,25.37421592,24.97289356,25.04142106
194605201.0000,26.22848704,25.37421576,24.97289340,25.04142089
195920101.0000,26.22848685,25.37421556,24.97289319,25.04142066
197235001.0000,26.22848670,25.37421541,24.97289303,25.04142049
198549901.0000,26.22848650,25.37421520,24.97289281,25.04142026
199864801.0000,26.22848635,25.37421505,24.97289265,25.04142009
201179701.0000,26.22848615,25.37421484,24.97289244,25.04141986
202494601.0000,26.22848601,25.37421469,24.97289227,25.04141969
203809501.0000,26.22848581,25.37421448,24.97289206,25.04141946
205124401.0000,26.22848566,25.37421433,24.97289189,25.04141929
206439301.0000,26.22848546,25.37421412,24.97289168,25.04141906
207754201.0000,26.22848530,25.37421396,24.97289151,25.04141889
209069101.0000,26.22848510,25.37421376,24.97289130,25.04141866
210384001.0000,26.22848495,25.37421360,24.97289113,25.04141848
211698901.0000,26.22848475,25.37421339,24.97289091,25.04141825
213013801.0000,26.22848460,25.37421323,24.97289075,25.04141808
214328701.0000,26.22848439,25.37421302,24.97289053,25.04141785
215643601.0000,26.22848424,25.37421286,24.97289036,25.04141768
216958501.0000,26.22848403,25.37421265,24.97289014,25.04141745
218273401.0000,26.22848388,25.37421249,24.97288998,25.04141727
219588301.0000,26.22848368,25.37421228,24.97288976,25.04141704
220903201.0000,26.22848352,25.37421212,24.97288959,25.04141687
222218101.0000,26.22848332,25.37421191,24.97288937,25.04141663
223533001.0000,26.22848316,25.37421174,24.97288920,25.04141646
224847901.0000,26.22848295,25.37421153,24.97288898,25.04141623
226162801.0000,26.22848280,25.37421137,24.97288881,25.04141605
227477701.0000,26.22848259,25.37421116,24.97288859,25.04141582
228792601.0000,26.22848243,25.37421099,24.97288842,25.04141565
230107501.0000,26.22848223,25.37421078,24.97288820,25.04141541
231422401.0000,26.22848207,25.37421062,24.97288803,25.04141524
232737301.0000,26.22848186,25.37421040,24.97288781,25.04141501
234052201.0000,26.22848170,25.37421024,24.97288764,25.04141483
235367101.0000,26.22848150,25.37421002,24.97288741,25.04141460
236682001.0000,26.22848134,25.37420986,24.97288724,25.04141442
237996901.0000,26.22848113,25.37420964,24.97288702,25.04141419
239311801.0000,26.22848097,25.37420948,24.97288685,25.04141401
240626701.0000,26.22848076,25.37420926,24.97288663,25.04141378
241941601.0000,26.22848060,25.37420910,24.97288646,25.04141360
243256501.0000,26.22848039,25.37420888,24.97288623,25.04141337
244571401.0000,26.22848023,25.37420872,24.97288606,25.04141320
245886301.0000,26.22848003,25.37420850,24.97288584,25.04141296
247201201.0000,26.22847987,25.37420833,24.97288566,25.04141279
248516101.0000,26.22847966,25.37420812,24.97288544,25.04141255
249831001.0000,26.22847950,25.37420795,24.97288527,25.04141238
251145901.0000,26.22847929,25.37420773,24.97288504,25.04141214
252460801.0000,26.22847913,25.37420757,24.97288487,25.04141197
253775701.0000,26.22847892,25.37420735,24.97288465,25.04141174
255090601.0000,26.22847876,25.37420718,24.97288447,25.04141156
256405501.0000,26.22847855,25.37420696,24.97288425,25.04141133
257720401.0000,26.22847839,25.37420680,24.97288408,25.04141115
259035301.0000,26.22847818,25.37420658,24.97288385,25.04141092
260350201.0000,26.22847801,25.37420641,24.97288368,25.04141074
261665101.0000,26.22847780,25.37420619,24.97288345,25.04141051
262980001.0000,26.22847764,25.37420603,24.97288328,25.04141033
264294901.0000,26.22847743,25.37420581,24.97288306,25.04141010
265609801.0000,26.22847727,25.37420564,24.97288288,25.04140992
266924701.0000,26.22847706,25.37420542,24.97288266,25.04140969
268239601.0000,26.22847690,25.37420526,24.97288248,25.04140951
269554501.0000,26.22847669,25.37420504,24.97288226,25.04140928
270869401.0000,26.22847653,25.37420487,24.97288209,25.04140910
272184301.0000,26.22847632,25.37420465,24.97288186,25.04140887
273499201.0000,26.22847616,25.37420448,24.97288169,25.04140869
274814101.0000,26.22847595,25.37420426,24.97288146,25.04140846
276129001.0000,26.22847579,25.37420410,24.97288129,25.04140828
277443901.0000,26.22847558,25.37420388,24.97288106,25.04140805
278758801.0000,26.22847542,25.37420371,24.97288089,25.04140788
280073701.0000,26.22847521,25.37420349,24.97288066,25.04140764
281388601.0000,26.22847505,25.37420333,24.97288049,25.04140747
282703501.0000,26.22847484,25.37420311,24.97288027,25.04140724
284018401.0000,26.22847468,25.37420294,24.97288009,25.04140706
285333301.0000,26.22847447,25.37420272,24.97287987,25.04140683
286648201.0000,26.22847431,25.37420255,24.97287970,25.04140665
287963101.0000,26.22847410,25.37420233,24.97287947,25.04140642
289278001.0000,26.22847393,25.37420217,24.97287930,25.04140625
290592901.0000,26.22847373,25.37420195,24.97287907,25.04140602
291907801.0000,26.22847357,25.37420178,24.97287890,25.04140584
293222701.0000,26.22847336,25.37420156,24.97287868,25.04140561
294537601.0000,26.22847320,25.37420140,24.97287850,25.04140543
295852501.0000,26.22847299,25.37420118,24.97287828,25.04140520
297167401.0000,26.22847283,25.37420101,24.97287811,25.04140503
298482301.0000,26.22847262,25.37420079,24.97287788,25.04140480
299797201.0000,26.22847246,25.37420063,24.97287771,25.04140462
301112101.0000,26.22847225,25.37420041,24.97287749,25.04140439
302427001.0000,26.22847209,25.37420024,24.97287731,25.04140422
303741901.0000,26.22847188,25.37420003,24.97287709,25.04140399
305056801.0000,26.22847172,25.37419986,24.97287692,25.04140382
306371701.0000,26.22847152,25.37419964,24.97287669,25.04140359
307686601.0000,26.22847136,25.37419948,24.97287652,25.04140341
309001501.0000,26.22847115,25.37419926,24.97287630,25.04140319
310316401.0000,26.22847099,25.37419909,24.97287613,25.04140301
311631301.0000,26.22847078,25.37419888,24.97287590,25.04140278
312946201.0000,26.22847062,25.37419871,24.97287573,25.04140261
314261101.0000,26.22847042,25.37419849,24.97287551,25.04140238
315576001.0000,26.22847026,25.37419833,24.97287534,25.04140221
316890901.0000,26.22847005,25.37419811,24.97287512,25.04140198
318205801.0000,26.22846990,25.37419795,24.97287495,25.04140181
319520701.0000,26.22846969,25.37419773,24.97287472,25.04140158
320835601.0000,26.22846953,25.37419757,24.97287456,25.04140141
322150501.0000,26.22846933,25.37419735,24.97287433,25.04140118
323465401.0000,26.22846917,25.37419719,24.97287416,25.04140101
324780301.0000,26.22846896,25.37419697,24.97287394,25.04140079
326095201.0000,26.22846881,25.37419681,24.97287377,25.04140061
327410101.0000,26.22846860,25.37419659,24.97287355,25.04140039
328725001.0000,26.22846845,25.37419643,24.97287338,25.04140022
330039901.0000,26.22846824,25.37419622,24.97287316,25.04139999
331354801.0000,26.22846808,25.37419605,24.97287299,25.04139982
332669701.0000,26.22846788,25.37419584,24.97287277,25.04139960
333984601.0000,26.22846773,25.37419568,24.97287260,25.04139943
335299501.0000,26.22846752,25.37419546,24.97287238,25.04139920
336614401.0000,26.22846737,25.37419530,24.97287222,25.04139903
337929301.0000,26.22846716,25.37419509,24.97287200,25.04139881
339244201.0000,26.22846701,25.37419492,24.97287183,25.04139864
340559101.0000,26.22846681,25.37419471,24.97287161,25.04139842
341874001.0000,26.22846665,25.37419455,24.97287144,25.04139825
343188901.0000,26.22846645,25.37419434,24.97287122,25.04139803
344503801.0000,26.22846630,25.37419418,24.97287106,25.04139786
345818701.0000,26.22846609,25.37419397,24.97287084,25.04139764
347133601.0000,26.22846594,25.37419380,24.97287067,25.04139747
348448501.0000,26.22846574,25.37419359,24.97287046,25.04139725
349763401.0000,26.22846559,25.37419343,24.97287029,25.04139708
351078301.0000,26.22846539,25.37419322,24.97287007,25.04139686
352393201.0000,26.22846523,25.37419306,24.97286991,25.04139669
353708101.0000,26.22846503,25.37419285,24.97286969,25.04139647
355023001.0000,26.22846488,25.37419269,24.97286953,25.04139630
356337901.0000,26.22846468,25.37419248,24.97286931,25.04139608
357652801.0000,26.22846453,25.37419232,24.97286915,25.04139592
358967701.0000,26.22846433,25.37419211,24.97286893,25.04139570
360282601.0000,26.22846418,25.37419195,24.97286877,25.04139553
361597501.0000,26.22846398,25.37419175,24.97286855,25.04139531
362912401.0000,26.22846383,25.37419159,24.97286839,25.04139515
364227301.0000,26.22846363,25.37419138,24.97286817,25.04139493
365542201.0000,26.22846348,25.37419122,24.97286801,25.04139477
366857101.0000,26.22846329,25.37419101,24.97286780,25.04139455
368172001.0000,26.22846314,25.37419086,24.97286763,25.04139439
369486901.0000,26.22846294,25.37419065,24.97286742,25.04139417
370801801.0000,26.22846279,25.37419049,24.97286726,25.04139400
372116701.0000,26.22846259,25.37419029,24.97286705,25.04139379
373431601.0000,26.22846245,25.37419013,24.97286688,25.04139363
374746501.0000,26.22846225,25.37418993,24.97286667,25.04139341
376061401.0000,26.22846210,25.37418977,24.97286651,25.04139325
377376301.0000,26.22846191,25.37418956,24.97286630,25.04139303
378691201.0000,26.22846176,25.37418941,24.97286614,25.04139287
380006101.0000,26.22846157,25.37418920,24.97286593,25.04139266
381321001.0000,26.22846142,25.37418905,24.97286577,25.04139250
382635901.0000,26.22846123,25.37418885,24.97286556,25.04139228
383950801.0000,26.22846108,25.37418869,24.97286540,25.04139212
385265701.0000,26.22846089,25.37418849,24.97286519,25.04139191
386580601.0000,26.22846074,25.37418833,24.97286503,25.04139175
387895501.0000,26.22846055,25.37418813,24.97286482,25.04139154
389210401.0000,26.22846040,25.37418798,24.97286466,25.04139138
390525301.0000,26.22846021,25.37418778,24.97286445,25.04139117
391840201.0000,26.22846006,25.37418762,24.97286430,25.04139101
393155101.0000,26.22845987,25.37418742,24.97286409,25.04139080
394470001.0000,26.22845973,25.37418727,24.97286393,25.04139064
395784901.0000,26.22845954,25.37418707,24.97286372,25.04139043
397099801.0000,26.22845940,25.37418692,24.97286357,25.04139027
398414701.0000,26.22845921,25.37418672,24.97286336,25.04139006
399729601.0000,26.22845906,25.37418657,24.97286321,25.04138990
401044501.0000,26.22845887,25.37418637,24.97286300,25.04138970
402359401.0000,26.22845873,25.37418622,24.97286284,25.04138954
403674301.0000,26.22845854,25.37418602,24.97286264,25.04138933
404989201.0000,26.22845840,25.37418587,24.97286248,25.04138917
406304101.0000,26.22845821,25.37418567,24.97286228,25.04138897
407619001.0000,26.22845807,25.37418552,24.97286212,25.04138881
408933901.0000,26.22845788,25.37418532,24.97286192,25.04138861
410248801.0000,26.22845774,25.37418517,24.97286177,25.04138845
411563701.0000,26.22845756,25.37418498,24.97286157,25.04138824
412878601.0000,26.22845742,25.37418483,24.97286141,25.04138809
414193501.0000,26.22845723,25.37418463,24.97286121,25.04138789
415508401.0000,26.22845709,25.37418449,24.97286106,25.04138773
416823301.0000,26.22845691,25.37418429,24.97286086,25.04138753
418138201.0000,26.22845677,25.37418414,24.97286070,25.04138737
419453101.0000,26.22845658,25.37418395,24.97286050,25.04138717
420768001.0000,26.22845644,25.37418380,24.97286035,25.04138702
422082901.0000,26.22845626,25.37418361,24.97286015,25.04138682
423397801.0000,26.22845612,25.37418346,24.97286000,25.04138666
424712701.0000,26.22845594,25.37418327,24.97285980,25.04138646
426027601.0000,26.22845580,25.37418312,24.97285965,25.04138631
427342501.0000,26.22845562,25.37418293,24.97285945,25.04138611
428657401.0000,26.22845548,25.37418279,24.97285930,25.04138596
429972301.0000,26.22845530,25.37418259,24.97285910,25.04138576
431287201.0000,26.22845516,25.37418245,24.97285895,25.04138561
432602101.0000,26.22845498,25.37418226,24.97285876,25.04138541
433917001.0000,26.22845485,25.37418211,24.97285861,25.04138526
435231901.0000,26.22845467,25.37418193,24.97285841,25.04138506
436546801.0000,26.22845453,25.37418178,24.97285826,25.04138491
437861701.0000,26.22845435,25.37418159,24.97285807,25.04138471
439176601.0000,26.22845422,25.37418145,24.97285792,25.04138456
440491501.0000,26.22845404,25.37418126,24.97285773,25.04138437
441806401.0000,26.22845390,25.37418112,24.97285758,25.04138422
443121301.0000,26.22845373,25.37418093,24.97285739,25.04138402
444436201.0000,26.22845359,25.37418079,24.97285724,25.04138387
445751101.0000,26.22845342,25.37418060,24.97285705,25.04138368
447066001.0000,26.22845328,25.37418046,24.97285690,25.04138353
448380901.0000,26.22845311,25.37418028,24.97285671,25.04138334
449695801.0000,26.22845297,25.37418013,24.97285656,25.04138319
451010701.0000,26.22845280,25.37417995,24.97285637,25.04138300
452325601.0000,26.22845267,25.37417981,24.97285623,25.04138285
453640501.0000,26.22845249,25.37417962,24.97285603,25.04138266
454955401.0000,26.22845236,25.37417948,24.97285589,25.04138251
456270301.0000,26.22845219,25.37417930,24.97285570,25.04138232
457585201.0000,26.22845205,25.37417916,24.97285556,25.04138218
458900101.0000,26.22845188,25.37417898,24.97285537,25.04138199
460215001.0000,26.22845175,25.37417884,24.97285522,25.04138184
461529901.0000,26.22845158,25.37417866,24.97285504,25.04138165
462844801.0000,26.22845145,25.37417852,24.97285489,25.04138151
464159701.0000,26.22845128,25.37417834,24.97285471,25.04138132
465474601.0000,26.22845115,25.37417820,24.97285456,25.04138117
466789501.0000,26.22845098,25.37417802,24.97285438,25.04138099
468104401.0000,26.22845085,25.37417788,24.97285424,25.04138084
469419301.0000,26.22845068,25.37417770,24.97285405,25.04138066
470734201.0000,26.22845055,25.37417757,24.97285391,25.04138051
472049101.0000,26.22845038,25.37417739,24.97285372,25.04138033
473364001.0000,26.22845025,25.37417725,24.97285358,25.04138019
474678901.0000,26.22845008,25.37417708,24.97285340,25.04138000
475993801.0000,26.22844996,25.37417694,24.97285326,25.04137986
477308701.0000,26.22844979,25.37417676,24.97285308,25.04137967
478623601.0000,26.22844966,25.37417663,24.97285294,25.04137953
479938501.0000,26.22844950,25.37417645,24.97285275,25.04137935
481253401.0000,26.22844937,25.37417632,24.97285262,25.04137921
482568301.0000,26.22844920,25.37417614,24.97285243,25.04137903
483883201.0000,26.22844908,25.37417601,24.97285230,25.04137889
485198101.0000,26.22844891,25.37417583,24.97285212,25.04137870
486513001.0000,26.22844879,25.37417570,24.97285198,25.04137857
487827901.0000,26.22844862,25.37417553,24.97285180,25.04137838
489142801.0000,26.22844850,25.37417539,24.97285166,25.04137825
490457701.0000,26.22844833,25.37417522,24.97285148,25.04137807
491772601.0000,26.22844821,25.37417509,24.97285135,25.04137793
493087501.0000,26.22844805,25.37417492,24.97285117,25.04137775
494402401.0000,26.22844792,25.37417478,24.97285103,25.04137761
495717301.0000,26.22844776,25.37417461,24.97285085,25.04137743
497032201.0000,26.22844764,25.37417448,24.97285072,25.04137730
498347101.0000,26.22844748,25.37417431,24.97285054,25.04137712
499662001.0000,26.22844735,25.37417418,24.97285041,25.04137698
500976901.0000,26.22844719,25.37417401,24.97285023,25.04137680
502291801.0000,26.22844707,25.37417388,24.97285010,25.04137667
503606701.0000,26.22844691,25.37417371,24.97284992,25.04137649
504921601.0000,26.22844679,25.37417358,24.97284979,25.04137636
506236501.0000,26.22844663,25.37417341,24.97284961,25.04137618
507551401.0000,26.22844651,25.37417329,24.97284948,25.04137605
508866301.0000,26.22844635,25.37417312,24.97284931,25.04137587
510181201.0000,26.22844623,25.37417299,24.97284918,25.04137574
511496101.0000,26.22844607,25.37417282,24.97284900,25.04137557
512811001.0000,26.22844595,25.37417270,24.97284887,25.04137543
514125901.0000,26.22844580,25.37417253,24.97284870,25.04137526
515440801.0000,26.22844568,25.37417240,24.97284857,25.04137513
516755701.0000,26.22844552,25.37417224,24.97284840,25.04137495
518070601.0000,26.22844540,25.37417211,24.97284827,25.04137482
519385501.0000,26.22844525,25.37417195,24.97284810,25.04137465
520700401.0000,26.22844513,25.37417182,24.97284797,25.04137452
522015301.0000,26.22844497,25.37417166,24.97284780,25.04137435
523330201.0000,26.22844486,25.37417153,24.97284767,25.04137422
524645101.0000,26.22844470,25.37417137,24.97284750,25.04137405
525960001.0000,26.22844458,25.37417124,24.97284737,25.04137392
527274901.0000,26.22844443,25.37417108,24.97284720,25.04137375
528589801.0000,26.22844431,25.37417096,24.97284707,25.04137362
529904701.0000,26.22844416,25.37417080,24.97284691,25.04137345
531219601.0000,26.22844405,25.37417067,24.97284678,25.04137332
532534501.0000,26.22844389,25.37417051,24.97284661,25.04137316
533849401.0000,26.22844378,25.37417039,24.97284648,25.04137303
535164301.0000,26.22844363,25.37417023,24.97284632,25.04137286
536479201.0000,26.22844351,25.37417011,24.97284619,25.04137273
537794101.0000,26.22844336,25.37416995,24.97284603,25.04137257
539109001.0000,26.22844325,25.37416983,24.97284590,25.04137244
540423901.0000,26.22844310,25.37416967,24.97284574,25.04137227
541738801.0000,26.22844299,25.37416955,24.97284561,25.04137215
543053701.0000,26.22844284,25.37416939,24.97284545,25.04137198
544368601.0000,26.22844272,25.37416927,24.97284532,25.04137186
545683501.0000,26.22844258,25.37416911,24.97284516,25.04137169
546998401.0000,26.22844246,25.37416899,24.97284504,25.04137157
548313301.0000,26.22844232,25.37416883,24.97284488,25.04137141
549628201.0000,26.22844220,25.37416872,24.97284475,25.04137128
550943101.0000,26.22844206,25.37416856,24.97284459,25.04137112
552258001.0000,26.22844194,25.37416844,24.97284447,25.04137100
553572901.0000,26.22844180,25.37416829,24.97284431,25.04137083
554887801.0000,26.22844169,25.37416817,24.97284419,25.04137071
556202701.0000,26.22844154,25.37416801,24.97284403,25.04137055
557517601.0000,26.22844143,25.37416790,24.97284390,25.04137043
558832501.0000,26.22844129,25.37416774,24.97284375,25.04137027
560147401.0000,26.22844118,25.37416763,24.97284363,25.04137015
561462301.0000,26.22844103,25.37416747,24.97284347,25.04136999
562777201.0000,26.22844092,25.37416736,24.97284335,25.04136987
564092101.0000,26.22844078,25.37416721,24.97284319,25.04136971
565407001.0000,26.22844067,25.37416709,24.97284307,25.04136959
566721901.0000,26.22844053,25.37416694,24.97284291,25.04136943
568036801.0000,26.22844042,25.37416682,24.97284279,25.04136931
569351701.0000,26.22844028,25.37416667,24.97284264,25.04136915
570666601.0000,26.22844017,25.37416656,24.97284252,25.04136903
571981501.0000,26.22844003,25.37416641,24.97284236,25.04136888
573296401.0000,26.22843992,25.37416629,24.97284225,25.04136876
574611301.0000,26.22843978,25.37416614,24.97284209,25.04136860
575926201.0000,26.22843968,25.37416603,24.97284197,25.04136848
577241101.0000,26.22843954,25.37416588,24.97284182,25.04136833
578556001.0000,26.22843943,25.37416577,24.97284170,25.04136821
579870901.0000,26.22843929,25.37416562,24.97284155,25.04136806
581185801.0000,26.22843919,25.37416551,24.97284143,25.04136794
582500701.0000,26.22843905,25.37416536,24.97284128,25.04136779
583815601.0000,26.22843894,25.37416525,24.97284117,25.04136767
585130501.0000,26.22843880,25.37416510,24.97284102,25.04136752
586445401.0000,26.22843870,25.37416499,24.97284090,25.04136740
587760301.0000,26.22843856,25.37416485,24.97284075,25.04136725
589075201.0000,26.22843846,25.37416474,24.97284063,25.04136713
590390101.0000,26.22843832,25.37416459,24.97284049,25.04136698
